schema_version,experiment_id,phase,repeat_index,job_id,server_version,pgvector_version,controller,trace_index,elapsed_s,fresh,inflight,k_max,running,waiting,kv_usage,sample_age_s,controller_action,reason,allowed
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,0,0.0,True,0,10,0,0,0.0,0.125,increase,low_load,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,1,0.04700000000593718,True,1,12,0,0,0.0,0.17200000000593718,increase,low_load,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,2,0.11000000000058208,True,2,14,0,0,0.0,0.23500000000058208,increase,low_load,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,3,0.20299999999406282,True,3,16,0,0,0.0,0.07799999999406282,increase,low_load,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,4,0.26600000000325963,True,4,16,0,0,0.0,0.14100000000325963,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,5,0.3129999999946449,True,5,16,0,0,0.0,0.1879999999946449,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,6,0.3600000000005821,True,6,16,0,0,0.0,0.23500000000058208,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,7,0.4850000000005821,True,7,16,0,0,0.0,0.07899999999790452,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,8,0.5470000000059372,True,8,16,0,0,0.0,0.14100000000325963,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,9,0.625,True,9,16,0,0,0.0,0.21899999999732245,hold,at_maximum,True
1,interference_bulk_aimd_background_r2,formal,1,1182,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,aimd,10,0.7189999999973224,True,10,16,0,0,0.0,0.031000000002677552,hold,at_maximum,True
