schema_version,experiment_id,phase,repeat_index,scenario_id,random_seed,job_id,server_version,pgvector_version,request_index,request_id,submission_id,doc_id,pool_id,endpoint_id,gpu_id,prompt_tokens,estimated_output_tokens,client_estimated_output_tokens,actual_output_tokens,output_token_source,total_tokens,prefix_key,status,error_type,arrival_epoch_s,flush_epoch_s,submit_epoch_s,service_start_epoch_s,completion_epoch_s,buffer_s,submit_to_service_s,service_s,service_clock_domain,e2e_s,request_time_origin,latency_granularity,slo_target_s,slo_met
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,0,968:row:1000000,968:batch:0,1000000,default,task-0,0,34,16,14,,submission_aggregate_unavailable,,5158c58cfb5aa9d5,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,1,968:row:1000001,968:batch:0,1000001,default,task-0,0,17,16,16,,submission_aggregate_unavailable,,c46b9b85f0bc8d8f,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,2,968:row:1000002,968:batch:0,1000002,default,task-0,0,62,16,12,,submission_aggregate_unavailable,,77745dfdc2774d38,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,3,968:row:1000003,968:batch:0,1000003,default,task-0,0,90,16,14,,submission_aggregate_unavailable,,a659f76f1324db81,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,4,968:row:1000004,968:batch:0,1000004,default,task-0,0,4,16,8,,submission_aggregate_unavailable,,5ebb4cd922644752,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,5,968:row:1000005,968:batch:0,1000005,default,task-0,0,5,16,13,,submission_aggregate_unavailable,,63b90a1229052208,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,6,968:row:1000006,968:batch:0,1000006,default,task-0,0,266,16,10,,submission_aggregate_unavailable,,31c017e504f691cb,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,7,968:row:1000007,968:batch:0,1000007,default,task-0,0,16,16,15,,submission_aggregate_unavailable,,dc990017302d002a,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,8,968:row:1000008,968:batch:0,1000008,default,task-0,0,17,16,13,,submission_aggregate_unavailable,,ceec92194ed7ee15,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
2,row_cap_aware_packing_512_screen_20260726,formal,1,r32_b8192_seq,20260726,968,18.4 (Debian 18.4-1.pgdg12+1),0.8.2,9,968:row:1000009,968:batch:0,1000009,default,task-0,0,5,16,11,,submission_aggregate_unavailable,,84c3b3ae00cf1180,completed,,1785012007.6924314,1785012008.3286393,1785012008.3463156,1785012010.4655192,1785012011.1878982,0.6362078189849854,2.119203567504883,0.7202348709106445,backend,3.495466709136963,offline_job_start,submission,10.0,True
